"","name","value","residuals"
"1","Anelloviridae.pbmc",1,0.00514727523806723
"2","Anelloviridae.pbmc",1,0.0287703859619676
"3","Control",0,0.453741437775452
"4","Control",0,0.72238929513253
"5","Control",0,-0.267602626962157
"6","Control",0,-0.658506201679308
"7","Control",0,0.601128309988711
"8","Control",0,0.169563963329445
"9","Control",0,-0.128037357107604
"10","Control",0,-0.129045685308725
"11","Control",0,0.427808426396198
"12","Control",0,0.0241986356014061
"13","Control",0,-0.394694661757531
"14","Control",0,0.0267341388990277
"15","Control",0,-0.0901999103460038
"16","Control",0,-0.0776083435662335
"17","Control",0,-0.0312833298777032
"18","Control",0,-0.0445992391716739
"19","Control",0,0.0989497649955809
"20","Control",0,0.169593139004462
"21","Control",0,-0.0182867716067474
"22","Anelloviridae.pbmc",1,-0.246494602192257
"23","Control",0,-0.0643599688063871
"24","Control",0,-0.145256683178646
"25","Control",0,-0.0472780877243109
"26","Control",0,-0.430482874678277
"27","Control",0,0.355982997021986
"28","Control",0,0.0216235615913241
"29","Control",0,0.183954991762072
"30","Control",0,0.115239929879475
"31","Control",0,0.225096128973981
"32","Control",0,-0.536624346877387
"33","Control",0,0.223998501392562
"34","Control",0,-0.0848262928412915
"35","Control",0,-0.751641658632585
"36","Control",0,-0.591306598736086
"37","Anelloviridae.pbmc",1,0.238193480693364
"38","Anelloviridae.pbmc",1,0.285115867489023
"39","Control",0,-0.154599096672885
"40","Control",0,0.078130425287073
"41","Control",0,-0.115551702025233
"42","Control",0,0.980673259595275
"43","Control",0,-0.209615807781103
"44","Anelloviridae.pbmc",1,-0.314118166791823
"45","Control",0,-0.0897266134293405
"46","Control",0,-0.361650331452596
"47","Control",0,-0.0725340829591477
"48","Anelloviridae.pbmc",1,0.389114513338159
"49","Control",0,-0.0184830531442898
"50","Control",0,0.572797321688356
"51","Anelloviridae.pbmc",1,0.0154595204672295
"52","Control",0,0.255410855801035
"53","Control",0,-0.199433014811587
"54","Control",0,-0.216569348789243
"55","Control",0,-0.138971147606871
"56","Control",0,-0.57058041098705
"57","Control",0,-0.229271132469208
"58","Control",0,0.379671263114738
"59","Control",0,0.000590885070694797
"60","Control",0,0.281952282190791
"61","Control",0,-0.244344950037042
"62","Control",0,-0.592681053712687
"63","Anelloviridae.pbmc",1,-0.209970785406985
"64","Control",0,0.276099408501249
"65","Control",0,-0.223262356329335
"66","Control",0,-0.127264853021932
"67","Anelloviridae.pbmc",1,0.286394936422202
"68","Control",0,-0.358185411669307
"69","Anelloviridae.pbmc",1,0.592485579230563
"70","Anelloviridae.pbmc",1,0.365343246190584
"71","Control",0,0.155332351241277
"72","Control",0,-0.321262427331428
"73","Control",0,-0.752833236561283
"74","Control",0,-0.573602142344683
"75","Control",0,-0.69986080021219
"76","Control",0,0.431767357062898
"77","Control",0,-0.0662065414452425
"78","Control",0,0.304985933036332
"79","Anelloviridae.pbmc",1,-0.108144097076965
"80","Control",0,-0.229229373140733
"81","Anelloviridae.pbmc",1,-0.595324945146934
"82","Control",0,-0.566050766687579
"83","Anelloviridae.pbmc",1,0.384880863139227
"84","Control",0,0.184184167874972
"85","Control",0,-0.20153602863953
"86","Control",0,-0.489970709712504
"87","Control",0,0.135058414800793
"88","Control",0,0.0244420586258591
"89","Control",0,-0.603778888621647
"90","Control",0,-0.460011153782936
"91","Control",0,0.258795138250924
"92","Control",0,-0.255402644372759
"93","Control",0,0.122955361127827
"94","Control",0,-0.0824020311134652
"95","Control",0,0.419060956367264
"96","Control",0,0.182295417115644
"97","Control",0,-0.0352284650561178
"98","Control",0,0.158562367358291
"99","Control",0,-0.212188743026471
"100","Control",0,-0.563264122682944
"101","Anelloviridae.pbmc",1,0.181240719992523
"102","Control",0,-0.198500094454359
"103","Control",0,0.0974694173791112
"104","Control",0,0.317968130921004
"105","Control",0,0.101555811671892
"106","Anelloviridae.pbmc",1,0.651292194081599
"107","Control",0,-0.31224977301613
"108","Anelloviridae.pbmc",1,-0.423337303085462
"109","Anelloviridae.pbmc",1,0.345343139708972
"110","Control",0,0.182162715321264
"111","Control",0,0.172387606509349
"112","Control",0,0.055989105087292
"113","Control",0,0.130930905659488
"114","Control",0,0.22095134748447
"115","Control",0,0.105587338687193
"116","Control",0,0.0604446501282452
"117","Control",0,-0.314623132028017
"118","Control",0,-0.143183699195341
"119","Control",0,-0.0197674413118747
"120","Control",0,0.282455975135059
"121","Control",0,0.137167327526231
"122","Control",0,0.345174657289553
"123","Control",0,-0.0982668012033268
"124","Control",0,-0.261011077342861
"125","Control",0,-0.185391819281256
"126","Control",0,0.410195856776816
"127","Control",0,-0.0739357921974324
"128","Anelloviridae.pbmc",1,-0.20857956261619
"129","Control",0,-0.404292971889462
"130","Anelloviridae.pbmc",1,-0.289484533388572
"131","Control",0,-0.182334019140378
"132","Control",0,-0.369891986290967
"133","Control",0,-0.229208838822257
"134","Anelloviridae.pbmc",1,-0.3419011457652
"135","Anelloviridae.pbmc",1,-0.309407268759244
"136","Anelloviridae.pbmc",1,0.21272951664456
"137","Control",0,-0.220441743130011
"138","Anelloviridae.pbmc",1,0.0979919149183439
"139","Control",0,-0.477833479201749
"140","Control",0,-0.543461203482078
"141","Control",0,-0.398858327113186
"142","Control",0,-0.515114226260017
"143","Control",0,0.256280877084636
"144","Control",0,0.179929024646262
"145","Control",0,-0.380801515960229
"146","Control",0,0.293380691241558
"147","Anelloviridae.pbmc",1,-0.0321688125603901
"148","Control",0,0.509488597333746
"149","Anelloviridae.pbmc",1,-0.189866551791725
"150","Control",0,0.606686200363359
"151","Anelloviridae.pbmc",1,-0.503784492327798
